Subject,Number,Course Title,Year,Term,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,averageGPA,studentCount,courseDesc
CS,511,Advanced Data Management,2016,Spring,"Chang, Kevin C",4,15,10,3,5,2,1,0,0,0,0,0,0,0,3.634,40,"Advanced concepts in data management and information system design and implementation, and recent developments in the field. 1) Relational roots, objects and extensibility, query languages, data indexing, query processing, transaction processing, benchmarks, and 2) semi-structured data and unstructured data, information extraction, information integration, web search and mining, and other emerging directions in the field. "
CS,511,Advanced Data Management,2017,Spring,"Chang, Kevin C",1,8,17,4,1,2,0,0,0,0,0,0,1,0,3.531,34,"Advanced concepts in data management and information system design and implementation, and recent developments in the field. 1) Relational roots, objects and extensibility, query languages, data indexing, query processing, transaction processing, benchmarks, and 2) semi-structured data and unstructured data, information extraction, information integration, web search and mining, and other emerging directions in the field. "
CS,512,Data Mining Principles,2013,Spring,"Han, Jiawei",10,34,20,6,2,1,3,0,0,0,0,0,1,0,3.702,77,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2014,Spring,"Han, Jiawei",10,34,11,5,5,1,1,3,1,0,0,0,0,0,3.6719999999999997,71,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2015,Spring,"Han, Jiawei",10,31,19,0,3,1,0,1,0,0,0,0,0,1,3.806,66,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2016,Spring,"Han, Jiawei",10,39,6,5,2,0,0,0,0,0,1,0,0,0,3.8360000000000003,63,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2017,Spring,"Han, Jiawei",9,32,17,3,1,1,1,0,1,0,0,0,0,0,3.785,65,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2018,Spring,"Han, Jiawei",9,24,16,8,8,5,3,1,1,0,0,0,1,0,3.492,76,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,512,Data Mining Principles,2019,Spring,"Han, Jiawei",12,22,22,4,6,0,0,1,0,0,1,0,0,0,3.6919999999999997,68,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. "
CS,519,Scientific Visualization,2015,Fall,"Shaffer, Eric G",2,21,4,2,2,0,0,0,0,0,0,0,0,0,3.85,31,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. "
CS,519,Scientific Visualization,2015,Spring,"Shaffer, Eric G",0,15,5,3,1,0,0,0,0,0,0,0,1,1,3.654,26,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. "
CS,519,Scientific Visualization,2016,Fall,"Shaffer, Eric G",0,13,9,7,1,0,0,1,0,0,0,0,1,1,3.542,33,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. "
CS,519,Scientific Visualization,2017,Fall,"Shaffer, Eric G",7,17,6,4,6,0,0,0,0,0,0,0,0,0,3.734,40,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. "
CS,523,Advanced Operating Systems,2013,Fall,"Campbell, R H",0,8,17,6,0,0,0,0,0,0,0,0,1,0,3.574,32,"Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. "
CS,523,Advanced Operating Systems,2017,Fall,"Campbell, R H",11,10,5,5,1,0,0,0,0,0,0,0,0,0,3.812,32,"Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. "
CS,525,Advanced Distributed Systems,2011,Spring,"Gupta, Indranil",3,8,11,5,0,1,0,0,0,0,0,0,0,0,3.7030000000000003,28,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2013,Spring,"Gupta, Indranil",5,7,12,2,0,0,0,0,0,0,0,0,0,0,3.7960000000000003,26,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2014,Spring,"Gupta, Indranil",11,18,16,6,1,0,0,0,0,0,0,0,0,0,3.802,52,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2015,Spring,"Gupta, Indranil",3,17,40,4,0,0,0,0,0,0,0,0,0,0,3.752,64,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2016,Spring,"Gupta, Indranil",8,13,24,26,1,0,0,0,0,0,0,0,0,0,3.634,72,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2017,Spring,"Gupta, Indranil",7,13,13,14,3,0,0,0,0,0,0,0,0,0,3.667,50,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,525,Advanced Distributed Systems,2018,Spring,"Gupta, Indranil",8,9,33,5,1,0,0,0,0,0,0,0,0,0,3.728,56,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. "
CS,527,Adv Topics in Software Eng,2010,Fall,"Marinov, Darko",6,9,8,3,0,0,0,0,0,0,0,0,0,0,3.821,26,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2013,Fall,"Xie, Tao",15,17,3,2,2,2,0,0,0,0,0,0,0,0,3.83,41,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2014,Fall,"Marinov, Darko",6,5,6,11,4,2,0,0,0,0,0,0,0,1,3.529,35,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2015,Fall,"Xie, Tao",6,11,8,1,3,1,0,0,0,0,0,0,0,1,3.745,31,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2016,Fall,"Marinov, Darko",4,8,3,2,2,1,0,0,0,0,0,0,1,0,3.54,21,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2017,Fall,"Marinov, Darko",4,11,5,3,0,0,0,0,0,0,0,0,0,0,3.841,23,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,527,Topics in Software Engineering,2019,Spring,"Xie, Tao",12,5,2,3,0,1,0,0,0,0,0,0,0,0,3.826,23,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. "
CS,528,Obj-Oriented Progrmg & Design,2013,Spring,"Johnson, Ralph E",0,29,0,0,12,0,0,0,0,0,0,0,0,0,3.707,41,"Principles of object-oriented design; design patterns; use and design of frameworks; reflection, refractoring, use of unit tests as specifications. "
CS,533,Parallel Computer Architecture,2010,Spring,"Torrellas, Josep",3,19,0,3,5,0,0,0,0,0,0,0,0,0,3.766,30,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2011,Spring,"Torrellas, Josep",6,12,6,4,5,0,0,2,0,0,0,0,0,0,3.61,35,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2013,Spring,"Torrellas, Josep",6,9,3,0,8,0,0,0,0,0,0,0,0,0,3.654,26,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2014,Spring,"Torrellas, Josep",6,10,0,3,4,0,0,0,0,0,0,0,0,0,3.739,23,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2015,Spring,"Torrellas, Josep",4,6,1,2,6,1,0,1,0,0,0,0,0,0,3.4760000000000004,21,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2016,Spring,"Torrellas, Josep",3,11,3,4,9,0,0,0,0,0,0,0,0,0,3.5780000000000003,30,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,533,Parallel Computer Architecture,2019,Spring,"Torrellas, Josep",2,14,0,2,4,0,0,0,0,0,0,0,1,0,3.594,23,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. 
CS,538,Advanced Computer Networks,2013,Fall,"Godfrey, Philip B",3,36,3,1,0,1,0,0,0,0,0,0,0,0,3.932,44,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,538,Advanced Computer Networks,2016,Spring,"Nahrstedt, Klara",0,15,2,4,0,0,0,0,0,0,0,0,0,0,3.841,21,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,538,Advanced Computer Networks,2017,Spring,"Godfrey, Philip B",2,16,0,2,1,1,1,0,0,0,0,0,0,1,3.7680000000000002,24,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,538,Advanced Computer Networks,2018,Spring,"Godfrey, Philip B",2,19,0,0,1,1,1,0,0,0,0,0,0,0,3.833,24,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,538,Advanced Computer Networks,2019,Spring,"Godfrey, Philip B",1,26,4,3,1,1,1,0,1,0,0,0,0,0,3.7460000000000004,38,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. "
CS,544,Optimiz in Computer Vision,2014,Spring,"Forsyth, David A",0,29,0,2,0,0,0,0,0,0,0,0,0,0,3.957,31,
CS,546,Machine Learning in NLP,2011,Spring,"Roth, Dan",0,20,0,0,1,0,0,0,0,0,0,0,0,0,3.952,21,"Central learning frameworks and techniques that have emerged in the field of natural language processing and found applications in several areas in text and speech processing: from information retrieval and extraction, through speech recognition to syntax, semantics and language understanding related tasks. Examination of the theoretical paradigms -- learning theoretic, probabilistic, and information theoretic -- and the relations among them, as well as the main algorithmic techniques developed within each paradigm and in key natural language applications. "
CS,546,Machine Learning in NLP,2014,Spring,"Hockenmaier, Julia C",0,13,7,2,2,1,1,0,0,0,0,0,0,0,3.667,26,"Central learning frameworks and techniques that have emerged in the field of natural language processing and found applications in several areas in text and speech processing: from information retrieval and extraction, through speech recognition to syntax, semantics and language understanding related tasks. Examination of the theoretical paradigms -- learning theoretic, probabilistic, and information theoretic -- and the relations among them, as well as the main algorithmic techniques developed within each paradigm and in key natural language applications. "
CS,546,Machine Learning in NLP,2016,Spring,"Roth, Dan",2,18,5,7,5,2,0,0,0,0,0,0,0,0,3.641,39,"Central learning frameworks and techniques that have emerged in the field of natural language processing and found applications in several areas in text and speech processing: from information retrieval and extraction, through speech recognition to syntax, semantics and language understanding related tasks. Examination of the theoretical paradigms -- learning theoretic, probabilistic, and information theoretic -- and the relations among them, as well as the main algorithmic techniques developed within each paradigm and in key natural language applications. "
CS,546,Machine Learning in NLP,2018,Spring,"Hockenmaier, Julia C",0,80,2,1,1,0,0,0,0,0,0,0,0,1,3.972,85,"Central learning frameworks and techniques that have emerged in the field of natural language processing and found applications in several areas in text and speech processing: from information retrieval and extraction, through speech recognition to syntax, semantics and language understanding related tasks. Examination of the theoretical paradigms -- learning theoretic, probabilistic, and information theoretic -- and the relations among them, as well as the main algorithmic techniques developed within each paradigm and in key natural language applications. "
CS,548,Models of Cognitive Processes,2016,Fall,"Fu, Wai-Tat",1,18,3,2,2,0,0,0,0,0,0,0,0,0,3.833,26,"Formal models and concepts in automated cognition; integrating machine learning and prior knowledge; current approaches and detailed analyses of the role of reasoning in the learning process; computational complexity and fundamental tradeoffs between expressiveness and tractability; implications for state-of-the-art artificial intelligence areas such as automated planning, the semantic web, relational learning, structured prediction, latent models, structure learning, theory formation, etc.; philosophical and psychological aspects of integrating analytic and empirical evidence. "
CS,548,Models of Cognitive Processes,2017,Fall,"Fu, Wai-Tat",0,7,2,13,17,2,3,0,0,0,1,0,0,0,3.177,45,"Formal models and concepts in automated cognition; integrating machine learning and prior knowledge; current approaches and detailed analyses of the role of reasoning in the learning process; computational complexity and fundamental tradeoffs between expressiveness and tractability; implications for state-of-the-art artificial intelligence areas such as automated planning, the semantic web, relational learning, structured prediction, latent models, structure learning, theory formation, etc.; philosophical and psychological aspects of integrating analytic and empirical evidence. "
CS,548,Models of Cognitive Processes,2018,Fall,"Fu, Wai-Tat",0,10,0,0,12,1,0,2,0,0,0,0,0,0,3.307,25,"Formal models and concepts in automated cognition; integrating machine learning and prior knowledge; current approaches and detailed analyses of the role of reasoning in the learning process; computational complexity and fundamental tradeoffs between expressiveness and tractability; implications for state-of-the-art artificial intelligence areas such as automated planning, the semantic web, relational learning, structured prediction, latent models, structure learning, theory formation, etc.; philosophical and psychological aspects of integrating analytic and empirical evidence. "
CS,554,Parallel Numerical Algorithms,2010,Spring,"Heath, Michael T",4,2,6,7,1,2,0,0,0,0,0,0,0,0,3.53,22,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
CS,554,Parallel Numerical Algorithms,2011,Fall,"Heath, Michael T",4,8,7,2,0,0,0,0,0,0,0,0,0,1,3.826,22,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
CS,554,Parallel Numerical Algorithms,2013,Fall,"Heath, Michael T",3,6,12,5,2,3,0,0,0,0,0,0,0,0,3.571,31,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
CS,554,Parallel Numerical Algorithms,2015,Fall,"Heath, Michael T",3,6,4,8,1,4,0,0,0,0,0,0,0,0,3.5,26,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
CS,554,Parallel Numerical Algorithms,2017,Fall,"Solomonik, Edgar V",1,9,9,3,0,0,0,0,0,0,0,0,0,0,3.7739999999999996,22,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. "
CS,555,Numerical Methods for PDEs,2010,Spring,"Hirani, Anil N",2,8,9,6,1,2,0,0,0,0,0,0,0,0,3.62,28,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
CS,555,Numerical Methods for PDEs,2013,Spring,"Olson, Luke",0,21,3,6,1,5,0,1,0,0,0,0,0,0,3.6039999999999996,37,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
CS,555,Numerical Methods for PDEs,2014,Spring,"Olson, Luke",1,22,4,3,0,0,0,0,1,0,0,0,0,1,3.8169999999999997,32,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
CS,555,Numerical Methods for PDEs,2015,Spring,"Olson, Luke",0,21,3,0,1,3,0,0,0,0,0,0,1,0,3.656,29,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
CS,555,Numerical Methods for PDEs,2016,Spring,"Olson, Luke",0,21,3,0,2,0,0,0,0,0,0,0,0,0,3.885,26,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
CS,555,Numerical Methods for PDEs,2017,Spring,"Olson, Luke",0,28,2,1,0,0,0,0,0,0,0,0,0,0,3.957,31,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
CS,555,Numerical Methods for PDEs,2018,Spring,"Fischer, Paul",2,16,6,1,0,0,0,0,0,0,0,0,0,0,3.8939999999999997,25,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
CS,555,Numerical Methods for PDEs,2019,Spring,"Fischer, Paul",8,11,4,0,2,0,0,0,0,0,0,0,0,1,3.867,26,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. "
CS,556,Iterative & Multigrid Methods,2014,Fall,"Olson, Luke",0,15,5,2,1,2,0,0,1,0,1,0,0,0,3.556,27,
CS,563,Advanced Computer Security,2016,Fall,"Gunter, Carl",0,24,0,0,1,0,0,1,0,0,0,0,0,1,3.885,27,
CS,563,Advanced Computer Security,2018,Fall,"Bates, Adam M",1,12,11,3,0,1,0,0,1,0,0,0,0,0,3.679,29,
CS,565,Human-Computer Interaction,2013,Spring,"Bailey, Brian P",1,7,10,4,7,0,0,3,0,0,0,0,1,0,3.304,33,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. "
CS,565,Human-Computer Interaction,2014,Spring,"Bailey, Brian P",0,21,3,0,0,0,0,1,0,0,0,0,0,0,3.88,25,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. "
CS,565,Human-Computer Interaction,2015,Fall,"Bailey, Brian P",3,9,9,3,0,1,0,0,0,0,0,0,0,0,3.748,25,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. "
CS,565,Human-Computer Interaction,2017,Spring,"Bailey, Brian P",0,20,3,4,2,1,0,0,0,0,0,0,0,0,3.767,30,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. "
CS,573,Algorithms,2010,Fall,"Erickson, Jeff G",4,15,9,12,8,4,1,0,0,0,0,0,0,1,3.509,54,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. "
CS,573,Algorithms,2011,Fall,"Chekuri, Chandra S",2,10,10,8,4,3,0,0,0,0,0,0,0,1,3.55,38,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. "
CS,573,Algorithms,2012,Fall,"Har-Peled, Sariel",0,6,8,8,4,2,0,0,0,0,0,0,0,0,3.4760000000000004,28,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. "
CS,573,Algorithms,2013,Fall,"Har-Peled, Sariel",0,8,8,7,5,3,0,0,0,0,0,0,0,0,3.4739999999999998,31,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. "
CS,574,Randomized Algorithms,2014,Spring,"Har-Peled, Sariel",0,3,10,3,5,2,0,0,0,0,0,0,0,1,3.4360000000000004,24,
CS,579,Computational Complexity,2019,Spring,"Forbes, Michael A",2,11,6,3,1,3,0,0,0,0,0,0,0,0,3.655,26,"Turing machines; determinism and non-determinism; time and space hierarchy theorems; speed-up and tape compression; Blum axioms; structure of complexity classes NP, P, NL, L, and PSPACE; complete problems; randomness and complexity classes RP, RL, and BPP; alternation, polynomial-time hierarchy; circuit complexity, parallel complexity, NC, and RNC; relativized computational complexity; time-space trade-offs. "
CS,583,Approximation Algorithms,2018,Spring,"Chekuri, Chandra S",0,23,4,0,1,0,0,0,0,0,0,0,0,0,3.917,28,
CS,598,Adv Social&Information Network,2017,Fall,"Sundaram, Hari",12,7,2,3,0,0,0,0,0,0,0,0,0,0,3.889,24,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Advanced Bayesian Modeling,2017,Fall,"Park, Trevor H",8,20,5,9,5,2,0,1,0,0,0,0,0,0,3.653,50,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Advanced Bayesian Modeling,2018,Fall,"Park, Trevor H",14,30,6,16,9,3,1,1,3,0,0,0,2,2,3.478,87,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Advanced Data Structures,2015,Fall,"Erickson, Jeff G",0,14,9,6,0,0,0,0,0,0,0,0,0,0,3.759,29,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Advanced Information Retrieval,2012,Fall,"Zhai, Chengxiang",8,22,8,0,2,0,0,0,0,0,0,0,0,0,3.884,40,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Advanced Information Retrieval,2013,Fall,"Zhai, Chengxiang",5,37,4,3,0,0,0,0,0,0,0,0,0,0,3.932,49,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Advanced Information Retrieval,2014,Fall,"Zhai, Chengxiang",6,23,3,2,0,0,0,0,0,0,0,0,0,0,3.931,34,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Advanced Information Retrieval,2016,Fall,"Zhai, Chengxiang",6,17,9,4,3,1,0,0,0,0,0,0,0,0,3.75,40,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Adversarial Machine Learning,2018,Fall,"Li, Bo",1,20,7,1,0,0,0,0,0,0,0,0,0,1,3.897,30,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Autonomous Vehicles for AI,2017,Spring,"Forsyth, David A",0,26,0,0,0,0,0,1,0,0,0,0,0,0,3.926,27,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Cutting-Edge Trends In DLR,2017,Spring,"Lazebnik, Svetlana",12,27,11,6,3,0,0,0,0,0,0,0,0,0,3.819,59,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
CS,598,Data-Driven Design,2014,Fall,"Kumar, Ranjitha",2,10,2,6,1,1,0,0,0,0,0,0,0,0,3.681,22,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.
