Subject,Number,Course Title,Primary Instructor,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,courseDesc,averageGPA,studentCount
CS,498,Social & Information Networks,"Sundaram, Hari",5,26,9,3,3,6,3,3,2,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.473,60
CS,498,Socio-Computer Interaction,"Fu, Wai-Tat",0,8,6,5,7,9,1,0,0,0,1,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.217,37
CS,498,Software Testing,"Marinov, Darko",15,7,6,7,9,8,1,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.472,53
CS,498,Special Topics,"Fu, Wai-Tat",2,10,1,3,8,1,0,1,0,0,1,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.383,27
CS,498,Special Topics,"Garnett, Guy E",2,11,13,5,3,1,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.658,35
CS,498,Special Topics,"Hoiem, Derek W",6,8,4,1,2,0,0,1,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.728,22
CS,498,The Art of Web Programming,"Kumar, Ranjitha",9,59,40,46,41,28,13,8,13,1,2,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.235,261
CS,498,Theory II,"Chan, Timothy M",5,5,7,6,7,6,4,3,4,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.079,47
CS,498,Theory II,"Chekuri, Chandra S",2,7,8,7,11,10,2,1,0,1,1,0,1,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.085,51
CS,498,Theory II,"Erickson, Jeff G",12,42,38,36,35,24,26,15,9,4,1,1,6,3,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.04,252
CS,498,Theory II,"Har-Peled, Sariel",0,5,5,4,4,2,2,3,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.187,25
CS,498,Using Tech to Solve Adv Probs,"Clifton, Rhiannon L",0,11,5,2,3,0,1,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.652,22
CS,498,Virtual Reality,"Angrave, Lawrence C",49,31,17,27,18,7,6,1,1,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.584,157
CS,498,Virtual Reality,"Lavalle, Steven M",38,120,80,33,77,15,0,9,1,0,0,0,1,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.546,374
CS,498,Virtual Reality,"Shaffer, Eric G",1,79,77,48,58,21,8,9,1,0,3,0,1,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.378,306
CS,498,Virtual Reality,"Yershova, Ganna",33,241,80,49,21,4,1,0,0,0,0,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.797,430
CS,510,Advanced Information Retrieval,"Zhai, Chengxiang",33,84,26,13,10,3,0,0,0,0,0,0,0,1,"Advanced concepts, models, and algorithms in information retrieval and major recent developments in the field, including historical milestones in information retrieval research, evaluation methodology, vector space retrieval model, probabilistic retrieval models, learning to rank algorithms, probabilistic topic models, information retrieval systems, text analytics, and topics of research frontiers in information retrieval. ",3.815,170
CS,511,Advanced Data Management,"Chang, Kevin C",12,36,45,9,9,6,2,0,1,0,0,0,1,0,"Advanced concepts in data management and information system design and implementation, and recent developments in the field. 1) Relational roots, objects and extensibility, query languages, data indexing, query processing, transaction processing, benchmarks, and 2) semi-structured data and unstructured data, information extraction, information integration, web search and mining, and other emerging directions in the field. ",3.607,121
CS,512,Data Mining Principles,"Han, Jiawei",70,216,111,31,27,9,8,6,3,0,2,0,2,1,"An advanced course on principles and algorithms of data mining. Data cleaning and integration; descriptive and predictive mining; mining frequent, sequential, and structured patterns; clustering, outlier analysis and fraud detection; stream data, web, text, and biomedical data mining; security and privacy in data mining; research frontiers. ",3.706,486
CS,519,Scientific Visualization,"Shaffer, Eric G",9,66,24,16,10,0,0,1,0,0,0,0,2,2,"Visualization techniques useful in analysis of engineering and scientific data. Physical models; methods of computational science; two- and three-dimensional data types; visual representation schemes for scalar, vector, and tensor data; isosurface and volume visualization methods; visual monitoring; interactive steering. ",3.698,130
CS,523,Advanced Operating Systems,"Campbell, R H",11,18,22,11,1,0,0,0,0,0,0,0,1,0,"Advanced concepts in operating system design and coverage of recent research directions. Resource management for parallel and distributed systems. Interaction between operating system design and computer architectures. Process management, virtual memory, interprocess communication, context switching, parallel and distributed file system designs, persistent objects, process and data migration, load balancing, security, protection. Term projects. ",3.693,64
CS,525,Advanced Distributed Systems,"Gupta, Indranil",45,85,149,62,6,1,0,0,0,0,0,0,0,0,"Peer-to-peer systems, sensor networks, and fundamental theoretical distributed computing. Review of classical work in each area, and application of design methodologies to explore overlaps across them. Emphasis on protocol design, systems issues, and theory. Reading selections are roughly two-third classical to one-third contemporary. Students write critiques, make presentations, and create a conference paper in a systematic manner. ",3.718,348
CS,527,Adv Topics in Software Eng,"Marinov, Darko",6,9,8,3,0,0,0,0,0,0,0,0,0,0,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. ",3.821,26
CS,527,Topics in Software Engineering,"Marinov, Darko",14,24,14,16,6,3,0,0,0,0,0,0,1,1,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. ",3.624,79
CS,527,Topics in Software Engineering,"Xie, Tao",33,33,13,6,5,4,0,0,0,0,0,0,0,1,"Fault-tolerant software, software architecture, software patterns, multi-media software, and knowledge-based approaches to software engineering. Case studies. ",3.802,95
CS,528,Obj-Oriented Progrmg & Design,"Johnson, Ralph E",0,29,0,0,12,0,0,0,0,0,0,0,0,0,"Principles of object-oriented design; design patterns; use and design of frameworks; reflection, refractoring, use of unit tests as specifications. ",3.707,41
CS,533,Parallel Computer Architecture,"Torrellas, Josep",30,81,13,18,41,1,0,3,0,0,0,0,1,0,Theoretical aspects of parallel and pipeline computation; time and processor bounds on classes of computations; data alignment network speed and cost bounds; conflict-free access memories; overall computer system ideas. ,3.635,188
CS,538,Advanced Computer Networks,"Godfrey, Philip B",8,97,7,6,3,4,3,0,1,0,0,0,0,1,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. ",3.83,130
CS,538,Advanced Computer Networks,"Nahrstedt, Klara",0,15,2,4,0,0,0,0,0,0,0,0,0,0,"Advanced concepts in computer networks, including congestion control, quality of service, naming, routing, wireless networks, Internet architecture, measurement, network security, and selected recent research directions. ",3.841,21
CS,544,Optimiz in Computer Vision,"Forsyth, David A",0,29,0,2,0,0,0,0,0,0,0,0,0,0,,3.957,31
CS,546,Machine Learning in NLP,"Hockenmaier, Julia C",0,93,9,3,3,1,1,0,0,0,0,0,0,1,"Central learning frameworks and techniques that have emerged in the field of natural language processing and found applications in several areas in text and speech processing: from information retrieval and extraction, through speech recognition to syntax, semantics and language understanding related tasks. Examination of the theoretical paradigms -- learning theoretic, probabilistic, and information theoretic -- and the relations among them, as well as the main algorithmic techniques developed within each paradigm and in key natural language applications. ",3.9,111
CS,546,Machine Learning in NLP,"Roth, Dan",2,38,5,7,6,2,0,0,0,0,0,0,0,0,"Central learning frameworks and techniques that have emerged in the field of natural language processing and found applications in several areas in text and speech processing: from information retrieval and extraction, through speech recognition to syntax, semantics and language understanding related tasks. Examination of the theoretical paradigms -- learning theoretic, probabilistic, and information theoretic -- and the relations among them, as well as the main algorithmic techniques developed within each paradigm and in key natural language applications. ",3.75,60
CS,548,Models of Cognitive Processes,"Fu, Wai-Tat",1,35,5,15,31,3,3,2,0,0,1,0,0,0,"Formal models and concepts in automated cognition; integrating machine learning and prior knowledge; current approaches and detailed analyses of the role of reasoning in the learning process; computational complexity and fundamental tradeoffs between expressiveness and tractability; implications for state-of-the-art artificial intelligence areas such as automated planning, the semantic web, relational learning, structured prediction, latent models, structure learning, theory formation, etc.; philosophical and psychological aspects of integrating analytic and empirical evidence. ",3.389,96
CS,554,Parallel Numerical Algorithms,"Heath, Michael T",14,22,29,22,4,9,0,0,0,0,0,0,0,1,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. ",3.597,101
CS,554,Parallel Numerical Algorithms,"Solomonik, Edgar V",1,9,9,3,0,0,0,0,0,0,0,0,0,0,"Numerical algorithms for parallel computers: parallel algorithms in numerical linear algebra (dense and sparse solvers for linear systems and the algebraic eigenvalue problem), numerical handling of ordinary and partial differential equations, and numerical optimization techniques. ",3.774,22
CS,555,Numerical Methods for PDEs,"Fischer, Paul",10,27,10,1,2,0,0,0,0,0,0,0,0,1,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. ",3.881,51
CS,555,Numerical Methods for PDEs,"Hirani, Anil N",2,8,9,6,1,2,0,0,0,0,0,0,0,0,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. ",3.62,28
CS,555,Numerical Methods for PDEs,"Olson, Luke",1,113,15,10,4,8,0,1,1,0,0,0,1,1,"Numerical techniques for initial and boundary value problems in partial differential equations. Finite difference and finite element discretization techniques, direct and iterative solution methods for discrete problems, and programming techniques and usage of software packages. ",3.775,155
CS,556,Iterative & Multigrid Methods,"Olson, Luke",0,15,5,2,1,2,0,0,1,0,1,0,0,0,,3.556,27
CS,563,Advanced Computer Security,"Bates, Adam M",1,12,11,3,0,1,0,0,1,0,0,0,0,0,,3.679,29
CS,563,Advanced Computer Security,"Gunter, Carl",0,24,0,0,1,0,0,1,0,0,0,0,0,1,,3.885,27
CS,565,Human-Computer Interaction,"Bailey, Brian P",4,57,25,11,9,2,0,4,0,0,0,0,1,0,"In-depth coverage of advanced topics in human-computer interaction (HCI). Applied models of human performance and attention, design tools for creative design tasks, interruptions and peripheral displays, gestures, and bimanual input, and usability evaluation techniques. Students complete a research-oriented term project of their choosing. ",3.652,113
CS,573,Algorithms,"Chekuri, Chandra S",2,10,10,8,4,3,0,0,0,0,0,0,0,1,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. ",3.55,38
CS,573,Algorithms,"Erickson, Jeff G",4,15,9,12,8,4,1,0,0,0,0,0,0,1,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. ",3.509,54
CS,573,Algorithms,"Har-Peled, Sariel",0,14,16,15,9,5,0,0,0,0,0,0,0,0,"NP-completeness, design and analysis techniques, approximation algorithms, randomized algorithms, combinatorial optimization, linear programming. Intended for graduate students in Computer Science. ",3.475,59
CS,574,Randomized Algorithms,"Har-Peled, Sariel",0,3,10,3,5,2,0,0,0,0,0,0,0,1,,3.436,24
CS,579,Computational Complexity,"Forbes, Michael A",2,11,6,3,1,3,0,0,0,0,0,0,0,0,"Turing machines; determinism and non-determinism; time and space hierarchy theorems; speed-up and tape compression; Blum axioms; structure of complexity classes NP, P, NL, L, and PSPACE; complete problems; randomness and complexity classes RP, RL, and BPP; alternation, polynomial-time hierarchy; circuit complexity, parallel complexity, NC, and RNC; relativized computational complexity; time-space trade-offs. ",3.655,26
CS,583,Approximation Algorithms,"Chekuri, Chandra S",0,23,4,0,1,0,0,0,0,0,0,0,0,0,,3.917,28
CS,598,Adv Social&Information Network,"Sundaram, Hari",12,7,2,3,0,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.889,24
CS,598,Advanced Bayesian Modeling,"Park, Trevor H",22,50,11,25,14,5,1,2,3,0,0,0,2,2,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.543,137
CS,598,Advanced Data Structures,"Erickson, Jeff G",0,14,9,6,0,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.759,29
CS,598,Advanced Information Retrieval,"Zhai, Chengxiang",25,99,24,9,5,1,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.876,163
CS,598,Adversarial Machine Learning,"Li, Bo",1,20,7,1,0,0,0,0,0,0,0,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.897,30
CS,598,Autonomous Vehicles for AI,"Forsyth, David A",0,26,0,0,0,0,0,1,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.926,27
CS,598,Cutting-Edge Trends In DLR,"Lazebnik, Svetlana",12,27,11,6,3,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.819,59
CS,598,Data-Driven Design,"Kumar, Ranjitha",4,18,7,10,3,1,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.69,43
CS,598,Deep Learning,"Sirignano, Justin A",12,17,7,1,2,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.872,39
CS,598,Foundations of Data Curation,"Renear, Allen H",75,28,5,2,2,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.955,112
CS,598,Graphical Models,"Koyejo, Oluwasanmi O",3,19,1,0,0,0,0,0,0,0,1,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.861,25
CS,598,HCI for ML,"Kumar, Ranjitha",0,24,11,2,1,0,0,0,0,0,0,0,0,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.843,39
CS,598,Improving Your Research Skills,"Sha, Lui R",9,12,4,3,0,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.881,28
CS,598,Lang/Abst f High-Perf Sci Comp,"Kloeckner, Andreas P",0,19,1,1,0,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.952,21
CS,598,Mach Lrng for Signal Processng,"Smaragdis, Paris",54,165,53,8,16,8,1,1,1,0,0,0,3,1,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.782,311
CS,598,Machine Learning Theory,"Telgarsky, Matus J",2,13,5,0,2,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.834,22
CS,598,Machine Lrning Computation Bio,"Peng, Jian",6,28,8,1,3,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.863,46
CS,598,Parallel Programming,"Kale, Laxmikant V",1,11,4,2,3,2,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.638,23
CS,598,Practical Statistical Learning,"Liang, Feng",1,90,13,7,3,0,0,2,0,0,0,0,2,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.797,118
CS,598,Realiablity of Cloud-Scale Sys,"Xu, Tianyin",3,13,9,5,1,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.764,31
CS,598,Secure Processor Design,"Fletcher, Christopher W",3,19,2,1,0,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.947,25
CS,598,Social Sensing,"Abdelzaher, Tarek",7,11,4,2,0,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.889,24
CS,598,Social Spaces on the Internet,"Karahalios, Kyratso G",12,11,4,1,0,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.929,28
CS,598,Special Topics,"Adve, Sarita V",14,3,1,0,2,1,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.826,21
CS,598,Special Topics,"Hockenmaier, Julia C",0,17,4,1,0,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.91,22
CS,598,Special Topics,"Rutenbar, Robin A",3,8,5,2,6,5,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.461,29
CS,598,Stat Reinforcement lrng,"Jiang, Nan",8,10,3,1,1,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.884,23
CS,598,Statistical Reinforcement,"Jiang, Nan",4,8,5,1,0,0,1,2,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.62,21
CS,598,Topic in Algorithms,"Blum, Avrim L",3,8,7,1,5,0,0,0,0,0,0,0,0,0,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,3.667,24
